rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles	cluster
L2751	COc1cc(OC)c(Cl)c(COc2c(C)nc(Br)nc2C)c1Cl	COc1cccc([N+](=O)[O-])c1N	COc1cc(OC)c(Cl)c(COc2c(C)nc(Nc3c(OC)cccc3[N+](=O)[O-])nc2C)c1Cl	158
L13095	O=S1(=O)C=Cc2cccc(Br)c21	Cc1ccc(N)cc1	Cc1ccc(Nc2cccc3c2S(=O)(=O)C=C3)cc1	159
L12789	CC(C)(C)OC(=O)N1CCC2(CC1)CC(n1nc(-c3ccncc3)c3cnc(Cl)nc31)C2	CC1(C)OC(=O)c2ccc(N)cc21	CC(C)(C)OC(=O)N1CCC2(CC1)CC(n1nc(-c3ccncc3)c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc31)C2	160
L12332	CP(C)(=O)c1ccccc1Nc1nc(Cl)ncc1Cl	Cn1ncc2ccc(N)cc21	Cn1ncc2ccc(Nc3ncc(Cl)c(Nc4ccccc4P(C)(C)=O)n3)cc21	161
L12006	COc1ccc(OC)c(Nc2cc(Cl)ncn2)c1	Nc1ccc(-c2ccccc2)cc1	COc1ccc(OC)c(Nc2cc(Nc3ccc(-c4ccccc4)cc3)ncn2)c1	162
L11776	CCOc1nc(Cl)nc2c1ccn2S(=O)(=O)c1ccc(C)cc1	COc1cc(C(=O)N2CCOCC2)ccc1N	CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12	163
L11487	CCOC(=O)c1c(Br)c2cc(OC)ccc2n1C	COc1cc(N)cc(OC)c1OC	CCOC(=O)c1c(Nc2cc(OC)c(OC)c(OC)c2)c2cc(OC)ccc2n1C	164
L11075	CN1CCN(c2nc(Cl)ncc2F)Cc2cccnc21	CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2)CC1	CN1CCN(c2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3)ncc2F)Cc2cccnc21	165
L9813	Oc1ccc(-c2ncc3ncc(Cl)cc3n2)cc1	Nc1ccncc1	Oc1ccc(-c2ncc3ncc(Nc4ccncc4)cc3n2)cc1	166
L9356	Clc1cccc(Cn2ccc3c(Cl)nc4ccccc4c32)c1	NC1CCOCC1	Clc1cccc(Cn2ccc3c(NC4CCOCC4)nc4ccccc4c32)c1	167
L8336	Fc1ccc(-c2nc3c(Cl)cccn3c2-c2ccnc(NC3CCCC3)n2)cc1	NC1CC1	Fc1ccc(-c2nc3c(NC4CC4)cccn3c2-c2ccnc(NC3CCCC3)n2)cc1	168
L8104	CC(C)(C)OC(=O)c1cc(-n2ncc3cc(Br)c(F)cc32)cs1	Nc1ccccc1Cl	CC(C)(C)OC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1	169
L8089	CCN1CCN(c2ncnc3cc(Cl)ccc23)CC1	CC(C)c1c2cc(-c3ccnc(N)n3)ccc2nn1C	CCN1CCN(c2ncnc3cc(Nc4nccc(-c5ccc6nn(C)c(C(C)C)c6c5)n4)ccc23)CC1	170
L7266	Cc1nc2c(F)cc(-c3cc(Cl)ncn3)cc2n1C(C)C	CCN1CCN(Cc2cnc(N)cn2)CC1	CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)cn2)CC1	171
L5810	Fc1cnc(Cl)nc1Nc1c(F)cccc1F	CN(C)CC(=O)Nc1cccc(N)c1	CN(C)CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3c(F)cccc3F)n2)c1	172
L3173	Cc1ncc(Br)cn1	N#Cc1ccc(N)cc1	Cc1ncc(Nc2ccc(C#N)cc2)cn1	173
L2559	C[C@H](Nc1nc(Cl)nc(N2CCOCC2)c1F)c1ncc(F)cn1	Cc1cc(N)nn1C(=O)OC(C)(C)C	Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(F)c(N3CCOCC3)n2)n[nH]1	174
L2109	O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Cl)n1	N#Cc1ccc(N)cc1	N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1	175
L2081	Cc1cnc(Cl)nc1N1CC(O)(C2CC2)C1	Cc1cc(N)sn1	Cc1cc(Nc2ncc(C)c(N3CC(O)(C4CC4)C3)n2)sn1	176
L1053	CC(n1cnc2cnc(Cl)cc21)C(F)(F)F	COC1CCN(c2nccc(N)n2)CC1	COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C(F)(F)F)n2)CC1	177
L998	OC1CCN(Cc2ccc(Br)cc2)CC1	COc1ccc(-c2ccc(CCCN)nn2)cc1	COc1ccc(-c2ccc(CCCNc3ccc(CN4CCC(O)CC4)cc3)nn2)cc1	178
L135	Fc1ccc(-n2ncc3c(Cl)nncc32)c(F)c1	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1	179
L5124	Cc1cccc(Cl)c1	CCCCCCN	CCCCCCNc1cccc(C)c1	180
L9199	Cc1nc2c(F)cc(-c3nc(Cl)ncc3F)cc2n1C(C)C	CC(C)(C)OC(=O)N1CCc2nc(N)ccc2C1	Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OC(C)(C)C)C5)ncc3F)cc2n1C(C)C	181
L3827	O=[N+]([O-])c1cccc2c(Cl)nccc12	Nc1cccc(C(F)(F)F)c1	O=[N+]([O-])c1cccc2c(Nc3cccc(C(F)(F)F)c3)nccc12	182
L11006	CCOc1nc(Cl)nc2c1ccn2S(=O)(=O)c1ccc(C)cc1	CC(C)Oc1cc(C(=O)N2CCN(C)CC2)ccc1N	CCOc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2OC(C)C)nc2c1ccn2S(=O)(=O)c1ccc(C)cc1	183
L9822	Clc1ccnc(Nc2ccccc2)c1	COc1ccc(CN)cc1	COc1ccc(CNc2ccnc(Nc3ccccc3)c2)cc1	184
L13133	CC(C)[C@H]1COC(=O)N1c1cncc(Cl)n1	C[C@H](N)c1ccc(-c2ccccc2)cc1	CC(C)[C@H]1COC(=O)N1c1cncc(N[C@@H](C)c2ccc(-c3ccccc3)cc2)n1	185
L12528	Nc1ccc(Cl)cc1	COC(=O)c1nc(Br)n([C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)n1	COC(=O)c1nc(Nc2ccc(Cl)cc2)n([C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)n1	186
L11172	CCc1cc2cnc(Cl)nc2n1-c1cccc(N=S(C)(C)=O)n1	CN1CCN(c2ccc(N)cc2)CC1	CCc1cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(N=S(C)(C)=O)n1	187
L9929	Cc1nc(Cl)cc(Cl)n1	Nc1nnc(-c2ccccc2)o1	Cc1nc(Cl)cc(Nc2nnc(-c3ccccc3)o2)n1	188
L9303	FC(F)(F)c1cc(Br)c2ncc3ccccc3c2c1	Nc1cccc2cccnc12	FC(F)(F)c1cc(Nc2cccc3cccnc23)c2ncc3ccccc3c2c1	189
L8967	O=[N+]([O-])c1ccc(-c2ncncc2Br)o1	Nc1ccccc1	O=[N+]([O-])c1ccc(-c2ncncc2Nc2ccccc2)o1	190
L6331	FC(F)(F)COc1cccn2nc(Br)nc12	Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3N)sn1	Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)cccn3n2)sn1	191
L6230	CN(C)CCOc1ccc(Br)nc1	Nc1cc(-n2cnc3ccccc32)ncn1	CN(C)CCOc1ccc(Nc2cc(-n3cnc4ccccc43)ncn2)nc1	192
L6198	O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc(Cl)n3)c(F)c2)CC1	CC(=O)c1cccc(N)c1	CC(=O)c1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)n2)c1	193
L5845	CC1(C)C[C@@H](Oc2nc(Cl)nc3c2ccn3COCC[Si](C)(C)C)CCO1	COc1cc(N2CCOCC2)ccc1N	COc1cc(N2CCOCC2)ccc1Nc1nc(O[C@H]2CCOC(C)(C)C2)c2ccn(COCC[Si](C)(C)C)c2n1	194
L4155	Brc1ccc2ccccc2c1	NN(C(=O)OCc1ccccc1)c1ccc2ccccc2c1	O=C(OCc1ccccc1)N(Nc1ccc2ccccc2c1)c1ccc2ccccc2c1	195
L3813	Cn1cc2cccc(Br)c2n1	COc1cc(N)ccc1-n1cnc(C)c1	COc1cc(Nc2cccc3cn(C)nc23)ccc1-n1cnc(C)c1	196
L3581	CCC(=O)c1cnc(Cl)cc1N[C@@H](C)CC	Nc1ccnc(-c2cnn(S(=O)(=O)C3CC3)c2)n1	CCC(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC	197
L2314	C[Si](C)(C)CCOCn1ccc2c(Cl)cc(Cl)nc21	Cc1cccc(NC(=O)c2ccc(C)c(N)c2)c1	Cc1cccc(NC(=O)c2ccc(C)c(Nc3cc(Cl)nc4c3ccn4COCC[Si](C)(C)C)c2)c1	198
L865	Oc1onc(-c2ccnc(Cl)c2)c1-c1ccc(F)cc1	Nc1ccc(N2CCOCC2)cc1	Oc1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1	199
L277	N#Cc1ccc(Nc2nc(Cl)ccc2F)cc1	Cc1cc(C=CC#N)cc(C)c1N	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccc(F)c(Nc2ccc(C#N)cc2)n1	200
L48	COc1cc2ncc3c(N)nc(-c4cncc(Br)c4)cc3c2cc1OC	Nc1ccccc1Nc1ccccc1	COc1cc2ncc3c(N)nc(-c4cncc(Nc5ccccc5Nc5ccccc5)c4)cc3c2cc1OC	201
L6559	COc1ccc(Cl)cc1	NC(=O)NCc1ccccc1	COc1ccc(NC(=O)NCc2ccccc2)cc1	202
L10303	Clc1ccnc(Cl)c1	Nc1cccc(Cl)c1	Clc1cccc(Nc2cc(Cl)ccn2)c1	203
L10273	CC(C)(C)OC(=O)N1C2CC1CN(c1cncc(Cl)c1)C2	Nc1ccc(C(F)(F)F)cc1	CC(C)(C)OC(=O)N1C2CC1CN(c1cncc(Nc3ccc(C(F)(F)F)cc3)c1)C2	204
L9714	Cc1ccnc(Br)c1	Nc1ccccc1	Cc1ccnc(Nc2ccccc2)c1	205
L7929	Brc1cccc(-c2ccccn2)n1	Cc1ccc(N)cc1	Cc1ccc(Nc2cccc(-c3ccccn3)n2)cc1	206
L8784	CCCCn1c2ccccc2c2cc(C=O)c(Cl)cc21	NC(=O)c1cccnc1	CCCCn1c2ccccc2c2cc(C=O)c(NC(=O)c3cccnc3)cc21	207
L6521	Cc1cc(Oc2ccnc(Cl)c2)c(-c2ccccn2)nc1C	COc1cc(N)cc(OC)c1OC	COc1cc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc(OC)c1OC	208
L5286	Clc1ccc(Br)cn1	Nc1ccccc1	Brc1ccc(Nc2ccccc2)nc1	209
L3633	Cc1ccc(Br)cc1	CS(N)(=O)=O	Cc1ccc(NS(C)(=O)=O)cc1	210
L13329	FCCOc1cc(Br)ccn1	Cn1c2ccncc2c2ccc(N)nc21	Cn1c2ccncc2c2ccc(Nc3ccnc(OCCF)c3)nc21	211
L13165	CNC(=O)c1cccc2cc(Oc3ccnc(Cl)c3)ccc12	CC1CN(c2ccc(C(N)=O)cc2)CCN1C(=O)OC(C)(C)C	CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CCN(C(=O)OC(C)(C)C)C(C)C5)cc4)c3)ccc12	212
L12981	Clc1ccccn1	CCOC(=O)c1cnc(N)o1	CCOC(=O)c1cnc(Nc2ccccn2)o1	213
L12804	COC(=O)c1ccc(Br)cc1	CCOc1cc(CN2CCC(F)(CN)CC2)cc(OCC)c1-c1ccc(F)cc1	CCOc1cc(CN2CCC(F)(CNc3ccc(C(=O)OC)cc3)CC2)cc(OCC)c1-c1ccc(F)cc1	214
L12273	O=[N+]([O-])c1ccc(Oc2ccnc(Cl)c2)c(F)c1	NC(=O)CO	O=C(CO)Nc1cc(Oc2ccc([N+](=O)[O-])cc2F)ccn1	215
L11794	FC(F)(F)c1ccc2c(c1)c(Br)nn2C1CCCC1	COc1ccc(CN)cc1	COc1ccc(CNc2nn(C3CCCC3)c3ccc(C(F)(F)F)cc23)cc1	216
L10863	Clc1ccc2ncccc2c1	CN	CNc1ccc2ncccc2c1	217
L9796	CCCOc1ccc(C(=O)Nc2cccc(Br)n2)cc1	NCc1ccccc1	CCCOc1ccc(C(=O)Nc2cccc(NCc3ccccc3)n2)cc1	218
L8377	Clc1cc2c(-c3ccccc3)noc2cn1	C[C@H](N)c1ccccc1	C[C@H](Nc1cc2c(-c3ccccc3)noc2cn1)c1ccccc1	219
L7153	CNC(=O)c1ccccc1Nc1cc(Cl)ncc1C(F)(F)F	Cc1cc(N)n(C)n1	CNC(=O)c1ccccc1Nc1cc(Nc2cc(C)nn2C)ncc1C(F)(F)F	220
L6737	Brc1ccc2cnccc2c1	Cc1ccc(N)nc1	Cc1ccc(Nc2ccc3cnccc3c2)nc1	221
L6170	CC(C)(C)C(=O)Nc1nc(NC(=O)C(C)(C)C)c2cc(Br)cnc2n1	Nc1ccc([N+](=O)[O-])cc1	CC(C)(C)C(=O)Nc1nc(NC(=O)C(C)(C)C)c2cc(Nc3ccc([N+](=O)[O-])cc3)cnc2n1	222
L5280	CCCCc1ccc(-c2nnc(-c3cccc(Br)n3)nc2-c2ccc(CCCC)cc2)cc1	NCc1ccccc1	CCCCc1ccc(-c2nnc(-c3cccc(NCc4ccccc4)n3)nc2-c2ccc(CCCC)cc2)cc1	223
L4796	CC(C)(C)NS(=O)(=O)c1cccc(Nc2ccnc(Cl)n2)c1	Nc1cccc([N+](=O)[O-])c1	CC(C)(C)NS(=O)(=O)c1cccc(Nc2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)c1	224
L4450	CC(C)(C)[Si](C)(C)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)C[C@@H]1O[Si](C)(C)C(C)(C)C	CC(=O)c1ccc(N)cc1	CC(=O)c1ccc(Nc2ncnc3c2ncn3[C@H]2C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)cc1	225
L4112	CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1cc(Cl)nc(N2CCCCC2)n1	Nc1ccccc1	CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1cc(Nc2ccccc2)nc(N2CCCCC2)n1	226
L2595	Cc1nc(Cl)cc(C2CCCN(C(=O)OC(C)(C)C)C2)n1	Nc1cc(C(F)(F)F)ccn1	Cc1nc(Nc2cc(C(F)(F)F)ccn2)cc(C2CCCN(C(=O)OC(C)(C)C)C2)n1	227
L1688	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(Br)cn3)C2=O)cc(C(F)(F)F)n1	NCC1CC1	CCOc1cc(N2CN(C(C)(C)C)CN(Cc3cc(C)c(NCC4CC4)cn3)C2=O)cc(C(F)(F)F)n1	228
L1006	CC(C)S(=O)(=O)c1nn(C)cc1Nc1nc(Cl)ncc1Cl	Cc1cc(N)c(OC(CF)CF)cc1C1CCN(C(=O)OC(C)(C)C)CC1	Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(CF)CF)cc1C1CCNCC1	229
L760	CC(=O)Nc1cc(-c2c(Cl)nc3cccnn23)nc(C)n1	Nc1cc[nH]n1	CC(=O)Nc1cc(-c2c(Nc3cc[nH]n3)nc3cccnn23)nc(C)n1	230
L215	Brc1cccc(Nc2cccc(Nc3ccc4cccnc4n3)n2)n1	Nc1ccc2cccnc2n1	c1cc(Nc2cccc(Nc3ccc4cccnc4n3)n2)nc(Nc2ccc3cccnc3n2)c1	231
L1300	COc1ccc(Cn2c(C3CC3)nc3cnc(Cl)cc32)cc1	Nc1ccc(F)cn1	COc1ccc(Cn2c(C3CC3)nc3cnc(Nc4ccc(F)cn4)cc32)cc1	232
L12249	CC1(C)CCc2nc3c(F)cc(-c4nc(Cl)ncc4F)cc3n21	CC(C)(C)OC(=O)N1CCN(Cc2ccc(N)nc2)CC1	CC(C)(C)OC(=O)N1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1	233
L10657	CC(C)(C)OC(=O)N1C2CC1CN(c1ccc(Br)nc1)C2	Nc1ccccc1	CC(C)(C)OC(=O)N1C2CC1CN(c1ccc(Nc3ccccc3)nc1)C2	234
L11474	COc1ccccc1-c1csc2cnc(Cl)nc12	CN1CCC(NC(=O)c2ccc(N)cc2F)CC1	COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)nc12	235
L1672	COc1cc2nc(-c3ccc(C)o3)cc(Cl)c2cc1OC	CCOC(=O)c1cnc(N2CCC(CN)CC2)nc1	CCOC(=O)c1cnc(N2CCC(CNc3cc(-c4ccc(C)o4)nc4cc(OC)c(OC)cc34)CC2)nc1	236
L3361	Cc1cccc(Br)n1	CC(C)(C)[C@H]1COC(c2ccccc2N)=N1	Cc1cccc(Nc2ccccc2C2=N[C@@H](C(C)(C)C)CO2)n1	237
L12127	N#Cc1ccc(Br)cc1	C[Si](C)(C)CCS(N)(=O)=O	C[Si](C)(C)CCS(=O)(=O)Nc1ccc(C#N)cc1	238
L8838	C=CC(=O)N[C@H]1CC[C@@H](Nc2nc(Cl)nc3c2cnn3C2CCCCO2)CC1	Nc1ccc(N2CCOCC2)cc1	C=CC(=O)N[C@H]1CC[C@@H](Nc2nc(Nc3ccc(N4CCOCC4)cc3)nc3c2cnn3C2CCCCO2)CC1	239
L8498	Brc1ccccn1	NCc1ccccc1	c1ccc(CNc2ccccn2)cc1	240
L7692	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2n1C	COc1cccc(N)c1	CCOC(=O)c1cc2c(Nc3cccc(OC)c3)ccc([N+](=O)[O-])c2n1C	241
L1399	Brc1ccc2ncccc2c1	COc1ccc(Cn2nc(N)c3ncccc32)cc1	c1cnc2ccc(Nc3n[nH]c4cccnc34)cc2c1	242
L12510	COC(=O)c1nc(Br)nn1COCCOC(C)=O	Nc1ccc(F)cc1	COC(=O)c1nc(Nc2ccc(F)cc2)nn1COCCOC(C)=O	243
L12265	Brc1cccc2cccnc12	C[C@H](N)Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1	C[C@@H](Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)Nc1cccc2cccnc12	244
L12260	Clc1nccc(-c2ccc3cnn(C4CCCCO4)c3c2)n1	Cc1csc(N)n1	Cc1csc(Nc2nccc(-c3ccc4cnn(C5CCCCO5)c4c3)n2)n1	245
L12099	CC(=O)c1ccccc1Br	NC(=O)c1ccccc1	CC(=O)c1ccccc1NC(=O)c1ccccc1	246
L11605	Cc1ccccc1Br	CC(C)(C)OC(N)=O	Cc1ccccc1NC(=O)OC(C)(C)C	247
L11502	Nc1ccc(Cl)cc1F	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Cl)c4)no3)cc2)cc1	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5ccc(Cl)cc5F)c4)no3)cc2)cc1	248
L11019	Clc1ccc([C@H]2C=C[C@@H]3C[C@H]2c2ccccc23)cc1	Cc1ccc(CN)cc1	Cc1ccc(CNc2ccc([C@H]3C=C[C@@H]4C[C@H]3c3ccccc34)cc2)cc1	249
L10324	Cc1ccc(CNC(=O)[C@H]2CCCN(c3ccnc(Br)c3)C2)cc1	Cc1nn(C)cc1N	Cc1ccc(CNC(=O)[C@H]2CCCN(c3ccnc(Nc4cn(C)nc4C)c3)C2)cc1	250
L8943	O=[N+]([O-])c1c(Cl)ncnc1Cl	Nc1ccccc1	O=[N+]([O-])c1c(Cl)ncnc1Nc1ccccc1	251
L8633	COc1cc(OC)c(F)c(COc2cnc(Cl)nc2)c1F	COc1cc(N)ccc1N1CCC(N2CCN(C)CC2)CC1	COc1cc(Nc2ncc(OCc3c(F)c(OC)cc(OC)c3F)cn2)ccc1N1CCC(N2CCN(C)CC2)CC1	252
L7594	O=S(=O)(c1ccc(-c2ccc3nccc(Cl)c3c2)cc1)N1CCOCC1	COc1ccc(N)cc1Cl	COc1ccc(Nc2ccnc3ccc(-c4ccc(S(=O)(=O)N5CCOCC5)cc4)cc23)cc1Cl	253
L7168	Brc1cccnc1	CC(N)CC12CC3CC(CC(C3)C1)C2	CC(CC12CC3CC(CC(C3)C1)C2)Nc1cccnc1	254
L6948	C[C@@H](N)c1c(Cl)ccc(F)c1Cl	CCOC(=O)c1cc(Br)cnc1OC	CCOC(=O)c1cc(N[C@H](C)c2c(Cl)ccc(F)c2Cl)cnc1OC	255
L6540	COC(=O)c1sc2cc(Br)cnc2c1N	COc1cc(N)cc(OC)c1	COC(=O)c1sc2cc(Nc3cc(OC)cc(OC)c3)cnc2c1N	256
L6476	O=S(=O)(c1cccc2cnc(Cl)cc12)N1CCOCC1	COc1ccc(N)cc1	COc1ccc(Nc2cc3c(S(=O)(=O)N4CCOCC4)cccc3cn2)cc1	257
L6315	Clc1nccc(-c2cnn3ncccc23)n1	N#Cc1cccc(N)c1	N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1	258
L6293	Cc1cccc(-c2nc(Cl)cc3ncccc23)c1C	CS(N)(=O)=O	Cc1cccc(-c2nc(NS(C)(=O)=O)cc3ncccc23)c1C	259
L6190	O=[N+]([O-])c1cccnc1Br	Nc1ccccc1	O=[N+]([O-])c1cccnc1Nc1ccccc1	260
L6145	Brc1cncc2ncc(-c3ccccc3)nc12	Nc1ccc(N2CCCCC2)cc1	c1ccc(-c2cnc3cncc(Nc4ccc(N5CCCCC5)cc4)c3n2)cc1	261
L4789	C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(Cl)n1	Nc1cc(F)ccc1[N+](=O)[O-]	C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(Nc2cc(F)ccc2[N+](=O)[O-])n1	262
L2557	Clc1ccnc2ccccc12	Cc1ccc(N)cc1	Cc1ccc(Nc2ccnc3ccccc23)cc1	263
L2185	Cn1ccc2c(Br)cccc21	COc1cc(-c2nccc3nc(N)nn23)cc(OC)c1OC	COc1cc(-c2nccc3nc(Nc4cccc5c4ccn5C)nn23)cc(OC)c1OC	264
L1429	Clc1cc(Cl)cc(-c2ccnc(Cl)n2)c1	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1N	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cc(Cl)cc(Cl)c2)n1	265
L1071	O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Cl)c1	NC(=O)C1CC1	O=C(Nc1cnccc1-c1ccccc1)c1ccnc(NC(=O)C2CC2)c1	266
L700	COc1ccc(Cn2cnc3c(N(C(=O)C(F)(F)F)c4c(C)cc(C=CC#N)cc4C)nc(Cl)nc32)cc1	N#Cc1ccc(N)cc1	COc1ccc(Cn2cnc3c(Nc4c(C)cc(C=CC#N)cc4C)nc(Nc4ccc(C#N)cc4)nc32)cc1	267
L4614	Brc1ccc(-c2ccccc2)cc1	NC(=O)OCc1ccccc1	O=C(Nc1ccc(-c2ccccc2)cc1)OCc1ccccc1	268
L12394	Cc1cccc(Cl)n1	Cc1cccc(N)n1	Cc1cccc(Nc2cccc(C)n2)n1	269
L8800	[2H]C([2H])([2H])NC(=O)c1cnc(Cl)cc1Nc1cccc(-c2ncn(C)n2)c1OC	NC(=O)C1CC1	[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	270
L13129	Clc1ncccc1Br	NC(c1ccccc1)C12CC3CC(CC(C3)C1)C2	Clc1ncccc1NC(c1ccccc1)C12CC3CC(CC(C3)C1)C2	271
L12977	Clc1cc(Nc2ccccc2)nc(N2CCCCC2)n1	Nc1cccc(OC(F)(F)F)c1	FC(F)(F)Oc1cccc(Nc2cc(Nc3ccccc3)nc(N3CCCCC3)n2)c1	272
L12192	Brc1nncc(-c2ccccc2)n1	Nc1ccccc1C1=N[C@@H]2c3ccccc3C[C@@H]2O1	c1ccc(-c2cnnc(Nc3ccccc3C3=N[C@@H]4c5ccccc5C[C@@H]4O3)n2)cc1	273
L8557	Clc1cccc(Cl)n1	Nc1ccccc1	Clc1cccc(Nc2ccccc2)n1	274
L4916	CNC(=O)c1ccccc1Nc1nc(Cl)ncc1Cl	CC(C)(C)OC(=O)N1CCC(c2ccc(N)cc2)CC1	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(C3CCN(C(=O)OC(C)(C)C)CC3)cc2)ncc1Cl	275
L2157	Nc1ccc(Sc2ccnc(Cl)n2)cc1	Nc1ccc(C(=O)N2CCOCC2)cc1	Nc1ccc(Sc2ccnc(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)cc1	276
L12671	Cn1cnc2c(NCc3ccccc3)nc(Cl)nc21	CN1CCN(S(=O)(=O)c2ccc(N)cc2)CC1	CN1CCN(S(=O)(=O)c2ccc(Nc3nc(NCc4ccccc4)c4ncn(C)c4n3)cc2)CC1	277
L12179	COc1cc(F)ccc1-c1nc(Cl)ncc1F	CS(=O)(=O)Cc1cccc(N)c1	COc1cc(F)ccc1-c1nc(Nc2cccc(CS(C)(=O)=O)c2)ncc1F	278
L11816	COC(=O)CCCCCCNc1ccc2ncnc(Cl)c2n1	Nc1ccc(F)cc1	COC(=O)CCCCCCNc1ccc2ncnc(Nc3ccc(F)cc3)c2n1	279
L11510	Cc1cc(C=O)c(OCc2cncc(C#N)c2)cc1Br	Cc1c(CN)cccc1-c1ccccc1	Cc1cc(C=O)c(OCc2cncc(C#N)c2)cc1NCc1cccc(-c2ccccc2)c1C	280
L10991	COc1ccc(-c2cc(-c3ccc(OC)cc3)nc(Cl)n2)cc1	Nc1ccc(NC(=O)CN2CCCC2)cc1	COc1ccc(-c2cc(-c3ccc(OC)cc3)nc(Nc3ccc(NC(=O)CN4CCCC4)cc3)n2)cc1	281
L10586	CC(C)(C)OC(=O)N1CCC(Nc2cc(Cl)ncc2C(N)=O)CC1	Nc1ccccc1	CC(C)(C)OC(=O)N1CCC(Nc2cc(Nc3ccccc3)ncc2C(N)=O)CC1	282
L10216	CC(C)(C)OC(=O)N(CCCc1cccc(Br)n1)c1ccccn1	CN(C(=O)OC(C)(C)C)c1cccc(CCN)n1	CN(C(=O)OC(C)(C)C)c1cccc(CCNc2cccc(CCCN(C(=O)OC(C)(C)C)c3ccccn3)n2)n1	283
L10004	Clc1cncc(NCCOC23CC4CC(CC(C4)C2)C3)n1	NCCOC12CC3CC(CC(C3)C1)C2	c1ncc(NCCOC23CC4CC(CC(C4)C2)C3)nc1NCCOC12CC3CC(CC(C3)C1)C2	284
L9846	O=C(Nc1cc(Cl)ccn1)C1CC1	Nc1cccc([N+](=O)[O-])c1	O=C(Nc1cc(Nc2cccc([N+](=O)[O-])c2)ccn1)C1CC1	285
