rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles	cluster
L6489	Cc1cn(-c2ccc(C#N)c(Br)c2)c2c1C(=O)CC(C)(C)C2	C[C@H](N)c1ccccc1	Cc1cn(-c2ccc(C#N)c(N[C@@H](C)c3ccccc3)c2)c2c1C(=O)CC(C)(C)C2	1385
L6406	COc1cccc(Sc2cn(C(=O)OC(C)(C)C)c3nc(Cl)ccc23)c1	Nc1ccccc1[N+](=O)[O-]	COc1cccc(Sc2cn(C(=O)OC(C)(C)C)c3nc(Nc4ccccc4[N+](=O)[O-])ccc23)c1	1386
L6340	Brc1ccc2c(c1)c(-c1ccccc1)c1ncc3ccccc3n12	Nc1ccccn1	c1ccc(-c2c3cc(Nc4ccccn4)ccc3n3c2ncc2ccccc23)cc1	1387
L6316	FC(F)(F)c1ccc(-c2nn3ncccc3c2-c2ccnc(Cl)n2)cc1	N#Cc1cccc(N)c1	N#Cc1cccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)c1	1388
L6235	Cc1cccnc1-c1c(Br)ccc2ccccc12	C=CCN	C=CCNc1ccc2ccccc2c1-c1ncccc1C	1389
L6226	CC(=O)OC[C@H]1O[C@@H](n2cnc3c(OCCc4ccc([N+](=O)[O-])cc4)nc(Cl)nc32)C[C@@H]1OC(C)=O	NCc1ccco1	CC(=O)OC[C@H]1O[C@@H](n2cnc3c(OCCc4ccc([N+](=O)[O-])cc4)nc(NCc4ccco4)nc32)C[C@@H]1OC(C)=O	1390
L6180	Brc1nc2ccccc2s1	CCCN	CCCNc1nc2ccccc2s1	1391
L6151	Cc1ccc(Br)cc1	Cc1ccc(S(N)=O)cc1	Cc1ccc(NS(=O)c2ccc(C)cc2)cc1	1392
L6135	CCOC(=O)c1cnn(-c2ccc(Br)cc2)c1C(F)(F)F	NC(=O)c1ccc(Cl)cc1	CCOC(=O)c1cnn(-c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c1C(F)(F)F	1393
L6127	Brc1ccccc1	C=C(C)CC[C@H](N)C1=C(Br)CCC1	C=C(C)CC[C@H](Nc1ccccc1)C1=C(Br)CCC1	1394
L6086	CCCOc1cncc(Cl)c1	CCCn1cc(N)c(=O)n(CCC)c1=O	CCCOc1cncc(Nc2cn(CCC)c(=O)n(CCC)c2=O)c1	1395
L5918	COC(=O)c1cccc(Br)c1-c1c(OC)ccc2ccccc12	CC(C)(C)OC(N)=O	COC(=O)c1cccc(NC(=O)OC(C)(C)C)c1-c1c(OC)ccc2ccccc12	1396
L5805	Fc1cccc(COc2ccc(Nc3ccnc4cc(Br)ccc34)cc2Cl)c1	CN1CCN(c2ncc(N)cn2)CC1	CN1CCN(c2ncc(Nc3ccc4c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)ccnc4c3)cn2)CC1	1397
L5767	COC(=O)c1cccnc1Br	NCc1ccco1	COC(=O)c1cccnc1NCc1ccco1	1398
L5735	Brc1ccc2nn[nH]c2c1	Nc1cccc2cnccc12	c1cc(Nc2ccc3nn[nH]c3c2)c2ccncc2c1	1399
L5731	Fc1cc(Cl)cc(Br)c1	C[C@@H](N)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12	1400
L5605	Clc1nccc2ccccc12	NN=Cc1ccccc1	C(=NNc1nccc2ccccc12)c1ccccc1	1401
L5539	O=[N+]([O-])c1ccc(Br)cc1	C=CCC(ON)c1cccs1	C=CCC(ONc1ccc([N+](=O)[O-])cc1)c1cccs1	1402
L5511	Clc1ncccc1Nc1ccccc1	Nc1ccc2c(c1)OCO2	c1ccc(Nc2cccnc2Nc2ccc3c(c2)OCO3)cc1	1403
L5507	Cc1sc2c(C)c(Br)cc(C)c2c1C	COc1ccc(N)cc1OC	COc1ccc(Nc2cc(C)c3c(C)c(C)sc3c2C)cc1OC	1404
L5498	COc1ccc(Br)cc1	CCC[C@H](N)CC(=O)OC	CCC[C@@H](CC(=O)O)Nc1ccc(OC)cc1	1405
L5442	N#Cc1cccc(-c2ncc(Br)cn2)c1	CC(C)(CN)c1ccc(F)cc1	CC(C)(CNc1cnc(-c2cccc(C#N)c2)nc1)c1ccc(F)cc1	1406
L5361	[18F]c1ccc(Br)nc1	CCCCN	CCCCNc1ccc([18F])cn1	1407
L5165	CN(C)c1ccncc1Br	C[C@@H](N)c1ccc2ccccc2c1	C[C@@H](Nc1cnccc1N(C)C)c1ccc2ccccc2c1	1408
L5139	Brc1cccnc1	Cn1nnc(N)c1C1CC1	Cn1nnc(Nc2cccnc2)c1C1CC1	1409
L5011	Cc1ccc(Br)c2ccccc12	NCC1CCCO1	Cc1ccc(NCC2CCCO2)c2ccccc12	1410
L5001	C[C@H](NC(=O)c1ccc2ccccc2c1)c1cccc(Br)n1	CC(C)(C)OC(=O)N1CCC(N)CC1	C[C@H](NC(=O)c1ccc2ccccc2c1)c1cccc(NC2CCN(C(=O)OC(C)(C)C)CC2)n1	1411
L4918	C[C@@H](c1ccccc1)c1ccccc1Br	NCc1ccccc1	C[C@@H](c1ccccc1)c1ccccc1NCc1ccccc1	1412
L4753	Brc1cccnc1	NC(=O)Cc1ccc(F)cc1	O=C(Cc1ccc(F)cc1)Nc1cccnc1	1413
L4749	Clc1cc(Cl)c(Br)cn1	Nc1ccccc1	Clc1cc(Nc2ccccc2)ncc1Br	1414
L4717	CC(C)c1cccc(C(C)C)c1Br	CC(C)c1ccccc1N[C@H](c1cccc2ccccc12)[C@H](N)c1cccc2ccccc12	CC(C)c1ccccc1N[C@H](c1cccc2ccccc12)[C@H](Nc1c(C(C)C)cccc1C(C)C)c1cccc2ccccc12	1415
L4691	Brc1ccsc1	NCC(F)(F)F	FC(F)(F)CNc1ccsc1	1416
L4634	Brc1ccccn1	Nc1nc2c(nc3ccccn32)c2ccccc12	c1ccc(Nc2nc3c(nc4ccccn43)c3ccccc23)nc1	1417
L4575	Brc1ccccc1N1CCOCC1	Cc1cc(C)c(NCCN)c(C)c1	Cc1cc(C)c(NCCNc2ccccc2N2CCOCC2)c(C)c1	1418
L4326	COc1ccc(Br)cc1	NCC1CCCO1	COc1ccc(NCC2CCCO2)cc1	1419
L4317	Brc1ccc(-c2ccccc2)cc1	CCCCCCC(C)=NN	CCCCCCC(C)=NNc1ccc(-c2ccccc2)cc1	1420
L4313	O=C(c1ccc(Br)cc1)N(c1ccccc1)c1ccccc1	NCc1ccc(Cl)cc1	O=C(c1ccc(NCc2ccc(Cl)cc2)cc1)N(c1ccccc1)c1ccccc1	1421
L4312	O=S(=O)(c1ccc(Br)cc1)N(c1ccccc1)c1ccccc1	C[C@H](N)c1ccccc1	C[C@H](Nc1ccc(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1)c1ccccc1	1422
L4259	COc1ccc2cc(Br)ccc2c1	NS(=O)(=O)C1CC1	COc1ccc2cc(NS(=O)(=O)C3CC3)ccc2c1	1423
L4198	Clc1nccs1	CC(C)N	CC(C)Nc1nccs1	1424
L4165	O=[N+]([O-])c1ccc(Br)cc1	CC(C)CCC(CN)CCC(C)C	CC(C)CCC(CCC(C)C)CNc1ccc([N+](=O)[O-])cc1	1425
L4057	Clc1n[nH]c2c1oc1ccccc12	Cc1cccc(C)c1CN	Cc1cccc(C)c1CNc1n[nH]c2c1oc1ccccc12	1426
L4008	CC(=O)c1ccc(Br)n1C	NC1CCC1	CC(=O)c1ccc(NC2CCC2)n1C	1427
L3994	Clc1ncccn1	Nc1ncccn1	c1cnc(Nc2ncccn2)nc1	1428
L3830	O=[N+]([O-])c1cccnc1Br	Nc1ccccc1C(=O)c1ccccc1	O=C(c1ccccc1)c1ccccc1Nc1ncccc1[N+](=O)[O-]	1429
L3784	Nc1ncccc1Br	COCCN	COCCNc1cccnc1N	1430
L3663	CCOC(=O)c1cc(Br)nc(Br)c1	COC(=O)c1c(N)sc2c1CCCC2	CCOC(=O)c1cc(Br)nc(Nc2sc3c(c2C(=O)OC)CCCC3)c1	1431
L3650	COc1ccc(CNc2cc(Br)cc(NCCc3ccccn3)[n+]2[O-])c(OC)c1	Nc1cccc(-c2ccccc2)c1	COc1ccc(CNc2cc(Nc3cccc(-c4ccccc4)c3)cc(NCCc3ccccn3)[n+]2[O-])c(OC)c1	1432
L3649	Cc1c[nH]c2nccc(Cl)c12	Nc1c(F)cc(N(Cc2ccccc2)Cc2ccccc2)cc1F	Cc1c[nH]c2nccc(Nc3c(F)cc(N(Cc4ccccc4)Cc4ccccc4)cc3F)c12	1433
L3526	Cc1ccc(C#N)c(Cl)n1	Cc1cc(C)cc(N)c1	Cc1cc(C)cc(Nc2nc(C)ccc2C#N)c1	1434
L3305	CC(=O)c1ccc(Br)n1C	COCCN	COCCNc1ccc(C(C)=O)n1C	1435
L3297	Brc1ccccn1	Cc1c(SCC(C)C)cc(N)cc1S(=O)(=O)c1ccccc1	Cc1c(SCC(C)C)cc(Nc2ccccn2)cc1S(=O)(=O)c1ccccc1	1436
L3087	Nc1ncccc1Br	Nc1ccccc1	Nc1ncccc1Nc1ccccc1	1437
L2951	Clc1cccc(Cl)c1Br	NCCCNCCNCCCN	NCCCNCCNCCCNc1c(Cl)cccc1Cl	1438
L2923	COc1ccc(Cl)cc1C=O	COC(N)=O	COC(=O)Nc1ccc(OC)c(C=O)c1	1439
L2844	Brc1ccccn1	Nc1ccccc1-c1ccc2ccccc2n1	c1ccc(Nc2ccccc2-c2ccc3ccccc3n2)nc1	1440
L2724	O=[N+]([O-])c1ccc(Br)cn1	Nc1ncc2c(n1)-c1ccc(OCCN3CCOCC3)cc1CC2	O=[N+]([O-])c1ccc(Nc2ncc3c(n2)-c2ccc(OCCN4CCOCC4)cc2CC3)cn1	1441
L2649	Cc1cnc(Cl)nc1-c1ccccn1	Cc1ccc(CN2CCN(C)CC2)cc1NC(=O)c1ccc(N)cc1	Cc1ccc(CN2CCN(C)CC2)cc1NC(=O)c1ccc(Nc2ncc(C)c(-c3ccccn3)n2)cc1	1442
L2402	COc1cccc2c(NCc3cnccn3)nc(Cl)nc12	Nc1ccc(/C=C/C(=O)O)cc1	COc1cccc2c(NCc3cnccn3)nc(Nc3ccc(/C=C/C(=O)O)cc3)nc12	1443
L2342	CN(C)Cc1ccc(-c2ccc(Cl)n3cnnc23)cc1	COc1ccccc1CN	COc1ccccc1CNc1ccc(-c2ccc(CN(C)C)cc2)c2nncn12	1444
L2232	Brc1cccc2nc(-c3ccccc3)nnc12	Nc1ccccc1	c1ccc(Nc2cccc3nc(-c4ccccc4)nnc23)cc1	1445
L2123	Brc1ccc2scnc2c1	Nc1ccc2c(c1)OCCO2	c1nc2cc(Nc3ccc4c(c3)OCCO4)ccc2s1	1446
L2072	Cc1ccc(-n2ccc3c(Cl)ncnc32)cc1C	CC(=O)Nc1ccc(N)cc1	CC(=O)Nc1ccc(Nc2ncnc3c2ccn3-c2ccc(C)c(C)c2)cc1	1447
L2046	N#Cc1ccc(Cl)c(Br)c1	CC(N)CO	CC(CO)Nc1cc(C#N)ccc1Cl	1448
L1984	Cc1cnc(OC[C@H]2C[C@@H]2c2ccccn2)cc1Cl	Cn1cc(CN)cn1	Cc1cnc(OC[C@H]2C[C@@H]2c2ccccn2)cc1NCc1cnn(C)c1	1449
L1914	Cc1ccc(Br)c(C)n1	NC1CCCCC1	Cc1ccc(NC2CCCCC2)c(C)n1	1450
L1890	O=S(=O)(O)c1cc(F)c(/N=N/c2c(F)cc(Br)cc2F)c(F)c1	CC(N)=O	CC(=O)Nc1cc(F)c(/N=N/c2c(F)cc(S(=O)(=O)O)cc2F)c(F)c1	1451
L1887	CC(c1ccc(Br)cc1)c1ccc(C=O)cc1	CC(C)(C)OC(N)=O	CC(c1ccc(C=O)cc1)c1ccc(NC(=O)OC(C)(C)C)cc1	1452
L1781	Fc1cc(F)c2nc(C(F)(F)F)cc(Cl)c2c1F	Nc1ccc(C(F)(F)F)cn1	Fc1cc(F)c2nc(C(F)(F)F)cc(Nc3ccc(C(F)(F)F)cn3)c2c1F	1453
L1668	O=C(c1ccccc1)c1ccccc1Br	COC(=O)[C@@H](N)Cc1ccc(/N=N/c2ccc(Cl)cc2)cc1	COC(=O)[C@H](Cc1ccc(/N=N/c2ccc(Cl)cc2)cc1)Nc1ccccc1C(=O)c1ccccc1	1454
L1651	FC(F)(F)CNc1nc(Cl)nc2ccccc12	Nc1ccsc1	FC(F)(F)CNc1nc(Nc2ccsc2)nc2ccccc12	1455
L1525	CC(C)N1CCC(Nc2nc(C3CCCCC3)nc3cc(Br)c(F)cc23)CC1	CN(C)CCN	CC(C)N1CCC(Nc2nc(C3CCCCC3)nc3cc(NCCN(C)C)c(F)cc23)CC1	1456
L1185	Cc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc(Cl)n1	CC(C)(C)OC(N)=O	Cc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc(NC(=O)OC(C)(C)C)n1	1457
L800	CN1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccc(F)cc2)CC1	CCC(N)CC	CCC(CC)Nc1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1	1458
L730	Clc1nc(Nc2cc(C3CC3)[nH]n2)c2ccccc2n1	NCC1CC1	c1ccc2c(Nc3cc(C4CC4)[nH]n3)nc(NCC3CC3)nc2c1	1459
L593	COc1cc(C(C)C)c(Br)cc1C	CC(C)(C)[C@@H](N)[C@H](N)C(C)(C)C	COc1cc(C(C)C)c(N[C@@H]([C@H](N)C(C)(C)C)C(C)(C)C)cc1C	1460
L562	Cc1cc(N2CCOCC2)nc2ccc(Br)cc12	NC(=O)COc1ccc(OC(F)(F)F)cc1	Cc1cc(N2CCOCC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12	1461
L521	C[C@@H](Oc1cc(Cl)n[14c](SCc2cccc(F)c2F)n1)[C@@H]1COC(C)(C)O1	NS(=O)(=O)N1CCC1	C[C@@H](Oc1cc(NS(=O)(=O)N2CCC2)n[14c](SCc2cccc(F)c2F)n1)[C@@H]1COC(C)(C)O1	1462
L516	Brc1cccc(CN2CCOCCOCCOCCOCCOCC2)c1	NCCCN	NCCCNc1cccc(CN2CCOCCOCCOCCOCCOCC2)c1	1463
L439	Cc1cnc2c(Cl)nc3ccccc3n12	NS(=O)(=O)c1ccc(F)cc1	Cc1cnc2c(NS(=O)(=O)c3ccc(F)cc3)nc3ccccc3n12	1464
L382	C=CCOCc1cccc(Br)n1	C=CCOC[C@@H]1CN(c2ccnc(N)c2)C(=O)[C@]1(C#N)C1CC1	C=CCOCc1cccc(Nc2cc(N3C[C@@H](COCC=C)[C@@](C#N)(C4CC4)C3=O)ccn2)n1	1465
L162	FC(F)(F)c1cccnc1-[14c]1ccc2c(Cl)ccnc2n1	Nc1ncc(C(F)(F)F)cn1	FC(F)(F)c1cnc(Nc2ccnc3n[14c](-c4ncccc4C(F)(F)F)ccc23)nc1	1466
L33	Clc1c(-c2ccccc2)cnc2ccccc12	COc1ccc(N)cc1	COc1ccc(Nc2c(-c3ccccc3)cnc3ccccc23)cc1	1467
L7288	CCc1ccc(-c2cc(Cl)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1	CN1CCC(CN)CC1	CCc1ccc(-c2cc(NCC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1	1468
L8121	CN1CCC([C@@](C)(O)c2ccc3cnc(Cl)cc3n2)CC1	Nc1cccc(N2CCOCC2)c1	CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cccc(N5CCOCC5)c4)cc3n2)CC1	1469
L10446	Fc1cnc(Cl)nc1-c1cnc2cnn(C3CCCC3)c2c1	CCN1CCN(c2ccc(N)cc2F)CC1	CCN1CCN(c2ccc(Nc3ncc(F)c(-c4cnc5cnn(C6CCCC6)c5c4)n3)cc2F)CC1	1470
L1831	O=C1CCOc2cc(-c3nc(Cl)ncc3F)ccc21	CCN1CCN(C(=O)c2ccc(N)nc2)CC1	CCN1CCN(C(=O)c2ccc(Nc3ncc(F)c(-c4ccc5c(c4)OCCC5=O)n3)nc2)CC1	1471
L2299	O=[N+]([O-])c1cccc2c(Cl)ccnc12	COc1ccc2c(OC)ccc(C(=O)Nc3nccc4c(N)cccc34)c2c1	COc1ccc2c(OC)ccc(C(=O)Nc3nccc4c(Nc5ccnc6c([N+](=O)[O-])cccc56)cccc34)c2c1	1472
L10270	Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Cl)nc(Nc2ccc(C#N)cc2)n1	NCCN1CCOCC1	Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(NCCN2CCOCC2)nc(Nc2ccc(C#N)cc2)n1	1473
L6768	Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Cl)nc2ccsc12	N#Cc1ccc(N)c(C(F)(F)F)c1	Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2C(F)(F)F)nc2ccsc12	1474
L8113	N#Cc1ccc(Br)cn1	Nc1ncc(C(F)(F)F)c(NC2CN3CCC2CC3)n1	N#Cc1ccc(Nc2ncc(C(F)(F)F)c(NC3CN4CCC3CC4)n2)cn1	1475
L3393	CC(=O)c1c(Cl)n(Cc2ccccc2)c2ccccc12	CC(N)=O	CC(=O)Nc1c(C(C)=O)c2ccccc2n1Cc1ccccc1	1476
L13148	CC1CCc2nc3c(F)cc(-c4nc(Cl)ncc4F)cc3n21	CCN1CCN(Cc2ccc(N)nc2C)CC1	CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)CC6)n3)nc2C)CC1	1477
L13072	Cc1cc(C)c(Oc2cc(Cl)nc(OCCCN3CCOCC3)c2)c(C)c1	N#Cc1ccc(N)cc1	Cc1cc(C)c(Oc2cc(Nc3ccc(C#N)cc3)nc(OCCCN3CCOCC3)c2)c(C)c1	1478
L6841	Cc1cc2cccc(Br)c2nc1OCc1ccccc1	CC(C)(C)OC(=O)N1CC[C@H](N)[C@@H](C(=O)NC2CCCCC2)C1	Cc1cc2cccc(N[C@@H]3CCN(C(=O)OC(C)(C)C)C[C@H]3C(=O)NC3CCCCC3)c2nc1OCc1ccccc1	1479
L3844	O=C(c1ccccc1)c1ccc(Br)cc1	CCOC(N)=O	CCOC(=O)Nc1ccc(C(=O)c2ccccc2)cc1	1480
L2671	N#Cc1ccc(Br)cn1	COC(=O)c1ccc(-c2cnc(N)nc2NC2CCN(C(=O)OC(C)(C)C)CC2)s1	COC(=O)c1ccc(-c2cnc(Nc3ccc(C#N)nc3)nc2NC2CCN(C(=O)OC(C)(C)C)CC2)s1	1481
L11722	N#Cc1cccc(Cl)c1	Cc1cc(C)c(Oc2cc(Cl)nc(N)n2)c(C)c1	Cc1cc(C)c(Oc2cc(Cl)nc(Nc3cccc(C#N)c3)n2)c(C)c1	1482
L10444	CC(C)n1ncc2ncc(-c3nc(Cl)ncc3F)cc21	CCN1CCN(c2ccc(N)cc2F)CC1	CCN1CCN(c2ccc(Nc3nccc(-c4cnc5cnn(C(C)C)c5c4)n3)cc2F)CC1	1483
L8093	Nc1c(F)cccc1Cl	CC(C)(C)OC(=O)c1cc(-n2ncc3cc(Br)cnc32)cs1	CC(C)(C)OC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1	1484
L7656	Clc1ccc2c(Cl)nc(Cl)nc2c1	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1N	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Cl)nc2cc(Cl)ccc12	1485
L7258	Cc1nc2c(F)cc(-c3ccnc(Cl)c3)cc2n1C(C)C	CCN1CCN(Cc2ccc(N)nc2)CC1	CCN1CCN(Cc2ccc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ccn3)nc2)CC1	1486
L6338	CCOC(=O)c1cc2c(Cl)c(Cl)cc([N+](=O)[O-])c2[nH]1	COc1cccc(N)c1	CCOC(=O)c1cc2c(Nc3cccc(OC)c3)c(Cl)cc([N+](=O)[O-])c2[nH]1	1487
L3140	Cc1cc(Br)c2ncc3ccccc3c2c1	Cc1cc(N)c2ncc3ccccc3c2c1	Cc1cc(Nc2cc(C)cc3c2ncc2ccccc23)c2ncc3ccccc3c2c1	1488
L2774	Clc1nccc(-c2cnc3ncccn23)n1	Nc1ccc(N2CCN(C3CCCC3)CC2)nc1	c1cnc2ncc(-c3ccnc(Nc4ccc(N5CCN(C6CCCC6)CC5)nc4)n3)n2c1	1489
L2746	COc1cc(OC)c(F)c(COc2c(C)nc(Br)nc2C)c1F	CCN1CCN(c2ccc([N+](=O)[O-])c(N)c2)CC1	CCN1CCN(c2ccc([N+](=O)[O-])c(Nc3nc(C)c(OCc4c(F)c(OC)cc(OC)c4F)c(C)n3)c2)CC1	1490
L1345	Cn1ncc2ccc(Br)cc21	COc1ccc(Cn2nc(N)c3ncccc32)cc1	Cn1ncc2ccc(Nc3n[nH]c4cccnc34)cc21	1491
L99	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(Cl)n1	NC1CCC(O)CC1	CC(C)(C)OC(=O)NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(NC2CCC(O)CC2)n1	1492
L13034	O=C(Nc1ccnc(Br)c1)c1c(Cl)cccc1Cl	CCn1cc(N)cn1	CCn1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)cn1	1493
L11491	CCn1c(C(=O)OC)c(Br)c2ccc(OC)cc21	COc1cc(N)cc(OC)c1OC	CCn1c(C(=O)OC)c(Nc2cc(OC)c(OC)c(OC)c2)c2ccc(OC)cc21	1494
L10475	CCN(CC)C(=O)c1ccc(Br)cc1	CC(C)CN	CCN(CC)C(=O)c1ccc(NCC(C)C)cc1	1495
L9882	Cc1cc(C=O)cc(C)c1Oc1cc(Cl)nc(Cl)c1	N#Cc1ccc(N)cc1	Cc1cc(C=O)cc(C)c1Oc1cc(Cl)nc(Nc2ccc(C#N)cc2)c1	1496
L9762	Clc1cccc(Cl)n1	CCOC(=O)c1ccc(N)cc1	CCOC(=O)c1ccc(Nc2cccc(Cl)n2)cc1	1497
L9402	OCc1ccc(Cl)nc1	CCCCCCCCN	CCCCCCCCNc1ccc(CO)cn1	1498
L8653	Clc1cnccn1	CCCCCCCCN	CCCCCCCCNc1cnccn1	1499
L4045	Brc1cccnc1	CN(C)CCN	CN(C)CCNc1cccnc1	1500
L2896	CS(=O)(=O)c1ccc(-c2ccn3c(-c4cccc(Cl)n4)cnc3c2)cc1	Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1	Cc1ccc(-n2nc(C(C)(C)C)cc2Nc2cccc(-c3cnc4cc(-c5ccc(S(C)(=O)=O)cc5)ccn34)n2)cc1	1501
L1503	C[Si](C)(C)C#Cc1ccc(Cl)nc1Oc1cccc([N+](=O)[O-])c1	COc1cc(N2CCN(C)CC2)ccc1N	COc1cc(N2CCN(C)CC2)ccc1Nc1ccc(C#C[Si](C)(C)C)c(Oc2cccc([N+](=O)[O-])c2)n1	1502
L1488	Cc1ccc(Oc2nc(Cl)ccc2N2CCCCC2)cc1[N+](=O)[O-]	CN(C)C1CCN(c2ccc(N)nc2)CC1	Cc1ccc(Oc2nc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)ccc2N2CCCCC2)cc1[N+](=O)[O-]	1503
L589	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2cccc3cnc(Cl)cc23)CC1	NCc1ccccc1	CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2cccc3cnc(NCc4ccccc4)cc23)CC1	1504
L499	O=[N+]([O-])c1cccc2c(Cl)nccc12	Nc1ccc(N2CCOCC2)cc1	O=[N+]([O-])c1cccc2c(Nc3ccc(N4CCOCC4)cc3)nccc12	1505
L12941	COc1ccc(Nc2cc(Cl)nc(N3CCCC3)n2)cc1	COc1ccc(N)cc1	COc1ccc(Nc2cc(Nc3ccc(OC)cc3)nc(N3CCCC3)n2)cc1	1506
L12653	Cn1cc(-c2nc(Cl)nc3c2ccn3COCC[Si](C)(C)C)cn1	CN1CCN(c2ccc(N)cc2)CC1	CN1CCN(c2ccc(Nc3nc(-c4cnn(C)c4)c4ccn(COCC[Si](C)(C)C)c4n3)cc2)CC1	1507
L10974	CC(Oc1ccnc(Br)c1)c1cccc(C(=O)NCc2ccc(Cl)c(C(F)(F)F)c2)c1	CN1CCN(N)CC1	CC(Oc1ccnc(NN2CCN(C)CC2)c1)c1cccc(C(=O)NCc2ccc(Cl)c(C(F)(F)F)c2)c1	1508
L10510	Oc1ccc(Cl)cn1	CCCCCCCCN	CCCCCCCCNc1ccc(O)nc1	1509
L10384	Brc1cnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1	NCCCc1ccccc1	c1ccc(CCCNc2cnn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)cc1	1510
L10286	CC(=O)Nc1ccc(-c2nc(Cl)ncc2C)cc1	COC(=O)CCCCCCCOc1cccc(N)c1	COC(=O)CCCCCCCOc1cccc(Nc2ncc(C)c(-c3ccc(NC(C)=O)cc3)n2)c1	1511
L10079	Brc1ccccn1	Cc1cc(C)c(N)c(C)c1	Cc1cc(C)c(Nc2ccccn2)c(C)c1	1512
L9586	CNC(=O)c1ccccc1Nc1ccnc(Cl)n1	CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(N)cc2)CC1	CNC(=O)c1ccccc1Nc1ccnc(Nc2ccc(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1	1513
L9387	NC(=O)c1cccc(Cl)c1	NCc1ccccc1	NC(=O)c1cccc(NCc2ccccc2)c1	1514
L9049	Cc1ccc(S(=O)(=O)n2ccc3c(NCC(F)(F)F)nc(Cl)nc32)cc1	NC(=O)c1ccc(N)cc1	Cc1ccc(S(=O)(=O)n2ccc3c(NCC(F)(F)F)nc(Nc4ccc(C(N)=O)cc4)nc32)cc1	1515
L9016	Clc1ncccn1	CCCCCCCCN	CCCCCCCCNc1ncccn1	1516
L8098	COc1cccc(N)c1Cl	Cc1nc2c(cnn2-c2csc(C(=O)OC(C)(C)C)c2)cc1Br	COc1cccc(Nc2cc3cnn(-c4csc(C(=O)OC(C)(C)C)c4)c3nc2C)c1Cl	1517
L6829	O=S(=O)(c1ccc2[nH]nc(Br)c2c1)N1CCOCC1	Cc1cc(N)ccc1F	Cc1cc(Nc2n[nH]c3ccc(S(=O)(=O)N4CCOCC4)cc23)ccc1F	1518
L6375	FC(F)(F)c1cccc(Nc2ccnc(Cl)n2)c1	Nc1ccc(-c2ccsc2)cn1	FC(F)(F)c1cccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)c1	1519
L6184	Nc1nc(-c2ccc(Cl)cc2)cs1	CCOC(=O)C(Sc1nc(Cl)cc(Cl)n1)c1cccc2ccccc12	CCOC(=O)C(Sc1nc(Cl)cc(Nc2nc(-c3ccc(Cl)cc3)cs2)n1)c1cccc2ccccc12	1520
L5190	CCOC(=O)Cc1ccc(Br)cc1	NCc1ccccc1	CCOC(=O)Cc1ccc(NCc2ccccc2)cc1	1521
L5184	CCOC(=O)c1sc2ncccc2c1Br	COc1cc(N)cc(OC)c1OC	CCOC(=O)c1sc2ncccc2c1Nc1cc(OC)c(OC)c(OC)c1	1522
L4604	CSc1ccc(Br)cc1	CCOC(N)=O	CCOC(=O)Nc1ccc(SC)cc1	1523
L3907	N#Cc1nc2ccc(Br)cc2s1	NCCCO	N#Cc1nc2ccc(NCCCO)cc2s1	1524
