rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles
L7610	COc1cc2c(Cl)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	NCc1ccccc1	COc1cc2c(NCc3ccccc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1
L7611	Cc1ccc(-c2cc(Cl)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1	CN1CCC(N)CC1	Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1
L7613	COc1cc2c(Cl)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	CC(C)(C)OC(=O)N1CCC2(CCC2N)C1	COc1cc2c(NC3CCC34CCN(C(=O)OC(C)(C)C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1
L7614	COc1cc2c(Cl)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1	NCCO	COc1cc2c(NCCO)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1
L7615	COc1cc2c(Cl)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1	CN1CCC(N)CC1	COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1
L7616	COC(=O)c1nc(Br)c(N2CCCCCC2)nc1NC(=O)OC(C)(C)C	Nc1ncccn1	COC(=O)c1nc(Nc2ncccn2)c(N2CCCCCC2)nc1NC(=O)OC(C)(C)C
L7617	CS(=O)c1ccc(-c2cnc3ccc(Cl)nn23)cc1	CS(=O)(=O)N1CCC(N)CC1	CS(=O)c1ccc(-c2cnc3ccc(NC4CCN(S(C)(=O)=O)CC4)nn23)cc1
L7618	N#Cc1ccc(C(F)(F)F)cc1Br	C=C(C)CN	C=C(C)CNc1cc(C(F)(F)F)ccc1C#N
L7619	COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(Cl)c3)cc2)c1	COCCCN	COCCCNc1cc(-c2ccc(C(=O)N[C@H](C)c3cccc(OC)c3)cc2)ccn1
L7620	CC(C)c1coc2c(Cl)cc(-c3ccccc3)nc12	Cn1cc(N)cn1	CC(C)c1coc2c(Nc3cnn(C)c3)cc(-c3ccccc3)nc12
L7622	Clc1cc(-c2ccccc2)nc2ccoc12	Nc1ccon1	c1ccc(-c2cc(Nc3ccon3)c3occc3n2)cc1
L7623	Clc1cc(-c2ccccc2)nc2ccoc12	Nc1cccnc1	c1ccc(-c2cc(Nc3cccnc3)c3occc3n2)cc1
L7624	Clc1cc(-c2ccccc2)nc2ccoc12	COc1cc(N)ccc1N1CCN(C)CC1	COc1cc(Nc2cc(-c3ccccc3)nc3ccoc23)ccc1N1CCN(C)CC1
L7625	Clc1ccc2occ(-c3ccc4ccccc4c3)c2n1	NCCN	NCCNc1ccc2occ(-c3ccc4ccccc4c3)c2n1
L7627	C=CC(=O)Nc1ccc(-c2nc(Cl)cc(Cl)n2)cc1	CN(C)C(=O)c1ccc(N)cc1	C=CC(=O)Nc1ccc(-c2nc(Cl)cc(Nc3ccc(C(=O)N(C)C)cc3)n2)cc1
L7628	C=CC(=O)Nc1ccc(-c2nc(Cl)cc(Cl)n2)cc1	Nc1ccc(C(=O)N2CCCC2)cc1	C=CC(=O)Nc1ccc(-c2nc(Cl)cc(Nc3ccc(C(=O)N4CCCC4)cc3)n2)cc1
L7629	C=CC(=O)Nc1ccc(-c2nc(Cl)cc(Cl)n2)cc1	Cc1ccc(C)c(NC(=O)c2ccc(N)cc2)c1	C=CC(=O)Nc1ccc(-c2nc(Cl)cc(Nc3ccc(C(=O)Nc4cc(C)ccc4C)cc3)n2)cc1
L7631	Brc1ccc2cnccc2c1	Nc1cccc(CF)n1	FCc1cccc(Nc2ccc3cnccc3c2)n1
L7632	Clc1cccc(Br)c1	NCc1ccncc1	Clc1cccc(NCc2ccncc2)c1
L7633	Clc1ccccc1	NCC12CCCN1CCC2	c1ccc(NCC23CCCN2CCC3)cc1
L7634	Clc1ccc2ccc(Nc3ccccn3)nc2n1	CS(N)(=O)=O	CS(=O)(=O)Nc1ccc2ccc(Nc3ccccn3)nc2n1
L7635	Clc1ccc2ccc(Nc3ccc(-c4ccccc4)cn3)nc2n1	CS(N)(=O)=O	CS(=O)(=O)Nc1ccc2ccc(Nc3ccc(-c4ccccc4)cn3)nc2n1
L7636	Cc1ccc2cc(N3CCS(=O)(=O)c4ccccc4C3)nc(Cl)c2c1	NCC1(N)COC1	Cc1ccc2cc(N3CCS(=O)(=O)c4ccccc4C3)nc(NCC3(N)COC3)c2c1
L7637	OC1CCC(Nc2nc(Nc3ccc(C#Cc4cc(Cl)ccn4)cc3)ncc2-c2ccccn2)CC1	COc1ccccc1N	COc1ccccc1Nc1ccnc(C#Cc2ccc(Nc3ncc(-c4ccccn4)c(NC4CCC(O)CC4)n3)cc2)c1
L7638	OC1CCC(Nc2nc(Cl)ncc2-c2ccccn2)CC1	C#Cc1ccc(N)cc1	C#Cc1ccc(Nc2ncc(-c3ccccn3)c(NC3CCC(O)CC3)n2)cc1
L7639	Clc1ccc(/C=C/c2cnco2)cc1	COc1ccccc1CN	COc1ccccc1CNc1ccc(/C=C/c2cnco2)cc1
L7640	N#C/C=C/c1cc(Cl)c(N)c(Cl)c1	Clc1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(Cl)c(Nc2nc(Cl)nc3ccc(Cl)cc23)c(Cl)c1
L7641	Clc1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(F)c(N)c(F)c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3ccc(Cl)cc23)c(F)c1
L7642	Clc1ccc2nc(Cl)nc(Cl)c2c1	Cc1cc(/C=C/C#N)cc(F)c1N	Cc1cc(/C=C/C#N)cc(F)c1Nc1nc(Cl)nc2ccc(Cl)cc12
L7643	Clc1ccc2nc(Cl)nc(Cl)c2c1	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1N	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Cl)nc2ccc(Cl)cc12
L7644	Fc1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(Cl)c(N)c(Cl)c1	N#C/C=C/c1cc(Cl)c(Nc2nc(Cl)nc3ccc(F)cc23)c(Cl)c1
L7645	Fc1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(F)c(N)c(F)c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3ccc(F)cc23)c(F)c1
L7646	Fc1ccc2nc(Cl)nc(Cl)c2c1	Cc1cc(/C=C/C#N)cc(F)c1N	Cc1cc(/C=C/C#N)cc(F)c1Nc1nc(Cl)nc2ccc(F)cc12
L7647	Fc1ccc2nc(Cl)nc(Cl)c2c1	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1N	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Cl)nc2ccc(F)cc12
L7648	Fc1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(F)c(N)c(Cl)c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3ccc(F)cc23)c(Cl)c1
L7649	N#C/C=C/c1cc(Cl)c(N)c(Cl)c1	COc1ccc2nc(Cl)nc(Cl)c2c1	COc1ccc2nc(Cl)nc(Nc3c(Cl)cc(/C=C/C#N)cc3Cl)c2c1
L7650	COc1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(F)c(N)c(F)c1	COc1ccc2nc(Cl)nc(Nc3c(F)cc(/C=C/C#N)cc3F)c2c1
L7651	COc1ccc2nc(Cl)nc(Cl)c2c1	Cc1cc(/C=C/C#N)cc(C)c1N	COc1ccc2nc(Cl)nc(Nc3c(C)cc(/C=C/C#N)cc3C)c2c1
L7652	O=[N+]([O-])c1ccc2nc(Cl)nc(Cl)c2c1	N#C/C=C/c1cc(F)c(N)c(F)c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3ccc([N+](=O)[O-])cc23)c(F)c1
L7653	N#C/C=C/c1cc(Cl)c(N)c(Cl)c1	Clc1ccc2c(Cl)nc(Cl)nc2c1	N#C/C=C/c1cc(Cl)c(Nc2nc(Cl)nc3cc(Cl)ccc23)c(Cl)c1
L7654	Clc1ccc2c(Cl)nc(Cl)nc2c1	N#C/C=C/c1cc(F)c(N)c(F)c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3cc(Cl)ccc23)c(F)c1
L7655	Clc1ccc2c(Cl)nc(Cl)nc2c1	Cc1cc(/C=C/C#N)cc(F)c1N	Cc1cc(/C=C/C#N)cc(F)c1Nc1nc(Cl)nc2cc(Cl)ccc12
L7656	Clc1ccc2c(Cl)nc(Cl)nc2c1	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1N	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Cl)nc2cc(Cl)ccc12
L7657	N#C/C=C/c1cc(F)c(N)c(Cl)c1	Clc1ccc2c(Cl)nc(Cl)nc2c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3cc(Cl)ccc23)c(Cl)c1
L7658	N#C/C=C/c1cc(Cl)c(N)c(Cl)c1	Clc1nc(Cl)c2ccccc2n1	N#C/C=C/c1cc(Cl)c(Nc2nc(Cl)nc3ccccc23)c(Cl)c1
L7659	Clc1nc(Cl)c2ccccc2n1	N#C/C=C/c1cc(F)c(N)c(F)c1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3ccccc23)c(F)c1
L7660	Clc1nc(Cl)c2ccccc2n1	Cc1cc(/C=C/C#N)cc(F)c1N	Cc1cc(/C=C/C#N)cc(F)c1Nc1nc(Cl)nc2ccccc12
L7661	Clc1nc(Cl)c2ccccc2n1	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1N	Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Cl)nc2ccccc12
L7662	N#C/C=C/c1cc(F)c(N)c(Cl)c1	Clc1nc(Cl)c2ccccc2n1	N#C/C=C/c1cc(F)c(Nc2nc(Cl)nc3ccccc23)c(Cl)c1
L7663	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	NCc1ccc(Cl)c(Cl)c1	O=C(NCCCN1CCOCC1)c1csc(NCc2ccc(Cl)c(Cl)c2)n1
L7664	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	Nc1ccc2c(c1)OC(F)(F)O2	O=C(NCCCN1CCOCC1)c1csc(Nc2ccc3c(c2)OC(F)(F)O3)n1
L7665	Nc1ccc(F)c(Cl)c1	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	O=C(NCCCN1CCOCC1)c1csc(Nc2ccc(F)c(Cl)c2)n1
L7666	CC(=O)Nc1cc(N)ccc1Cl	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	CC(=O)Nc1cc(Nc2nc(C(=O)NCCCN3CCOCC3)cs2)ccc1Cl
L7667	CSc1ccc(N)cc1Cl	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	CSc1ccc(Nc2nc(C(=O)NCCCN3CCOCC3)cs2)cc1Cl
L7668	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	Nc1ccc(F)c([N+](=O)[O-])c1	O=C(NCCCN1CCOCC1)c1csc(Nc2ccc(F)c([N+](=O)[O-])c2)n1
L7669	Cc1cc(N)cc(C)c1Cl	O=C(NCCCN1CCOCC1)c1csc(Cl)n1	Cc1cc(Nc2nc(C(=O)NCCCN3CCOCC3)cs2)cc(C)c1Cl
L7670	CC(C)OCCCNC(=O)c1csc(Cl)n1	Cc1cc(N)ccc1Cl	Cc1cc(Nc2nc(C(=O)NCCCOC(C)C)cs2)ccc1Cl
L7671	CCOCCCNC(=O)c1csc(Cl)n1	Cc1cc(N)ccc1Cl	CCOCCCNC(=O)c1csc(Nc2ccc(Cl)c(C)c2)n1
L7672	Cc1cc(N)cc(C)c1Cl	CCOCCCNC(=O)c1csc(Cl)n1	CCOCCCNC(=O)c1csc(Nc2cc(C)c(Cl)c(C)c2)n1
L7673	FC(F)(F)c1ccccc1Cl	CCCCN	CCCCNc1ccccc1C(F)(F)F
L7674	Clc1nccc(-c2cnn3nc(N4CCOCC4)ccc23)n1	N#Cc1cccc(N)c1	N#Cc1cccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)c1
L7675	COc1ccc2c(-c3ccnc(Cl)n3)cnn2n1	Nc1cccnc1	COc1ccc2c(-c3ccnc(Nc4cccnc4)n3)cnn2n1
L7676	Clc1nccc(-c2c(C3CC3)nn3nc(N4CCOCC4)ccc23)n1	Nc1cccnc1	c1cncc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1
L7677	Clc1cncc(Cl)c1Br	Cn1c(=O)n(CCC(C)(C)O)c2cc(N)ccc21	Cn1c(=O)n(CCC(C)(C)O)c2cc(Nc3c(Cl)cncc3Cl)ccc21
L7678	Cc1cc(Br)cc(C)n1	CC(C)c1ccccc1N	Cc1cc(Nc2ccccc2C(C)C)cc(C)n1
L7679	CC1(c2ccc(Br)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O	NS(=O)(=O)C(F)(F)F	CC1(c2ccc(NS(=O)(=O)C(F)(F)F)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O
L7680	CC1(c2ccc(Br)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O	NS(=O)(=O)c1ccccc1	CC1(c2ccc(NS(=O)(=O)c3ccccc3)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O
L7681	CC1(c2ccc(Br)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O	CCCCS(N)(=O)=O	CCCCS(=O)(=O)Nc1ccc(C2(C)NC(=O)N(CC(=O)c3ccc(F)cc3F)C2=O)cc1
L7682	COc1cc(Br)c2ncccc2c1	CC(N)CCCNC(=O)OCc1ccccc1	COc1cc(NC(C)CCCNC(=O)OCc2ccccc2)c2ncccc2c1
L7683	FC(F)(F)C(F)(F)COc1cccn2nc(Br)nc12	Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3N)on1	Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)C(F)(F)F)cccn3n2)on1
L7684	COc1ccc(-n2ccc3cnc(Cl)nc32)cc1	COc1cccc(N)c1	COc1ccc(-n2ccc3cnc(Nc4cccc(OC)c4)nc32)cc1
L7685	FC(F)(F)CNc1nc(Cl)nc2[nH]cnc12	Nc1ccncn1	FC(F)(F)CNc1nc(Nc2ccncn2)nc2[nH]cnc12
L7686	FC(F)(F)CNc1nc(Cl)nc2[nH]cnc12	Cc1ccnc(N)n1	Cc1ccnc(Nc2nc(NCC(F)(F)F)c3nc[nH]c3n2)n1
L7687	CC(C)(C)c1cc(Br)c2ncc3ccccc3c2c1	Nc1cccc2cccnc12	CC(C)(C)c1cc(Nc2cccc3cccnc23)c2ncc3ccccc3c2c1
L7688	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2[nH]1	Nc1cccc(OC(F)F)c1	CCOC(=O)c1cc2c(Nc3cccc(OC(F)F)c3)ccc([N+](=O)[O-])c2[nH]1
L7689	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2[nH]1	Nc1cccc(N2CCOCC2)c1	CCOC(=O)c1cc2c(Nc3cccc(N4CCOCC4)c3)ccc([N+](=O)[O-])c2[nH]1
L7690	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2[nH]1	COc1cccc(N)c1OC	CCOC(=O)c1cc2c(Nc3cccc(OC)c3OC)ccc([N+](=O)[O-])c2[nH]1
L7691	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2[nH]1	COc1cc(N)ccc1Cl	CCOC(=O)c1cc2c(Nc3ccc(Cl)c(OC)c3)ccc([N+](=O)[O-])c2[nH]1
L7692	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2n1C	COc1cccc(N)c1	CCOC(=O)c1cc2c(Nc3cccc(OC)c3)ccc([N+](=O)[O-])c2n1C
L7693	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2n1C	Cc1cccc(N)c1	CCOC(=O)c1cc2c(Nc3cccc(C)c3)ccc([N+](=O)[O-])c2n1C
L7694	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2n1C	COc1cc(N)ccc1Cl	CCOC(=O)c1cc2c(Nc3ccc(Cl)c(OC)c3)ccc([N+](=O)[O-])c2n1C
L7695	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2n1CC	COc1cccc(N)c1	CCOC(=O)c1cc2c(Nc3cccc(OC)c3)ccc([N+](=O)[O-])c2n1CC
L7696	CCOC(=O)c1cc2c(Cl)ccc([N+](=O)[O-])c2n1CC(C)C	COc1cccc(N)c1	CCOC(=O)c1cc2c(Nc3cccc(OC)c3)ccc([N+](=O)[O-])c2n1CC(C)C
L7697	O=C(c1cc(-c2ccccc2)nc2c(Br)cccc12)N1CCOCC1	COc1ccc(CN)cc1	COc1ccc(CNc2cccc3c(C(=O)N4CCOCC4)cc(-c4ccccc4)nc23)cc1
L7698	[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Nc1cccc(-c2ccccn2)c1OC	NC(=O)C1CC1	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ccccn2)c1OC
L7699	[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Nc1cccc(-c2cnccn2)c1OC	NC(=O)C1CC1	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnccn2)c1OC
L7700	[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Nc1cccc(-c2ncc(C)cn2)c1OC	NC(=O)C1CC1	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(C)cn2)c1OC
L7701	[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Nc1cccc(-c2nccc(C)n2)c1OC	NC(=O)C1CC1	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(C)n2)c1OC
L7702	[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Nc1cccc(-c2nccc(OC)n2)c1OC	NC(=O)C1CC1	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(OC)n2)c1OC
L7703	N#Cc1ccc(Br)cn1	Cn1cc(-c2cnc(N)nc2NCCN2CCOCC2)cn1	Cn1cc(-c2cnc(Nc3ccc(C#N)nc3)nc2NCCN2CCOCC2)cn1
L7704	N#Cc1ncc(Br)cn1	Cn1cc(-c2cnc(N)nc2NCCN2CCOCC2)cn1	Cn1cc(-c2cnc(Nc3cnc(C#N)nc3)nc2NCCN2CCOCC2)cn1
L7707	Cc1cnc(Cl)nc1-c1c(C)nn(C)c1C	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1c(C)nn(C)c1C
L7708	Cc1cnc(Cl)nc1-c1ccoc1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1ccoc1
L7709	CCCn1cc(-c2nc(Cl)ncc2C)cn1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2C)cn1
L7710	Cc1cnc(Cl)nc1-c1cnn(C2CC2)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(C2CC2)c1
L7711	Cc1cnc(Cl)nc1-c1cnn(C2CCC2)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(C2CCC2)c1
L7712	Cc1cnc(Cl)nc1-c1cnn(CCC#N)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(CCC#N)c1
L7713	CCOC(C)n1cc(-c2nc(Cl)ncc2C)cn1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	CCOC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2C)cn1
L7714	Cc1cnc(Cl)nc1-c1cnn(Cc2ccccc2)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(Cc2ccccc2)c1
L7715	Cc1cnc(Cl)cc1-c1cnn(C(C)C)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1-c1cnn(C(C)C)c1
L7716	CNC(=O)c1cnc(Cl)cc1-c1cnn(C(C)C)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	CNC(=O)c1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1-c1cnn(C(C)C)c1
L7717	CC(C)n1cc(-c2cc(Cl)ncn2)cn1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	CC(C)n1cc(-c2cc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncn2)cn1
L7718	CC(C)n1cc(-c2nc(Cl)ncc2F)cn1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1
L7719	COc1cnc(Cl)nc1-c1cnn(C(C)C)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	COc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(C(C)C)c1
L7720	Cc1cc(-c2cnn(C(C)C)c2)nc(Cl)n1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cc(-c2cnn(C(C)C)c2)nc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)n1
L7721	Cc1cnc(Cl)nc1-c1cnn(C)c1	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1cnn(C)c1
L7722	Cc1cnc(Cl)nc1-c1ccnn1C	Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1	Cc1cnc(Nc2ccc3c(c2)CCN3S(=O)(=O)c2ccc(C(F)(F)F)cc2)nc1-c1ccnn1C
L7723	Fc1cnc(Cl)nc1-c1cnn(C2CCC2)c1	Nc1ccc2c(c1)CNC2=O	O=C1NCc2cc(Nc3ncc(F)c(-c4cnn(C5CCC5)c4)n3)ccc21
L7724	FC(F)(F)c1ccc2c(Cl)nc(C(F)(F)F)nc2n1	Nc1ccc(C(F)(F)F)cn1	FC(F)(F)c1ccc(Nc2nc(C(F)(F)F)nc3nc(C(F)(F)F)ccc23)nc1
L7726	Brc1ccccn1	Cc1ccn2c(N)c(-c3ccccn3)nc2c1	Cc1ccn2c(Nc3ccccn3)c(-c3ccccn3)nc2c1
L7727	Nc1c(-c2ccccn2)nc2ccc(Cl)cn12	Brc1ccc2c(c1)OCCO2	Clc1ccc2nc(-c3ccccn3)c(Nc3ccc4c(c3)OCCO4)n2c1
L7728	CC(C)(C)Sc1cc(-c2ccccc2)cc(Cl)n1	CC(C)(C)OC(N)=O	CC(C)(C)OC(=O)Nc1cc(-c2ccccc2)cc(SC(C)(C)C)n1
L7729	N#Cc1c(-c2ccccc2)cc(Cl)nc1Cl	CC(C)(C)OC(N)=O	CC(C)(C)OC(=O)Nc1cc(-c2ccccc2)c(C#N)c(Cl)n1
L7730	Cc1cc(F)c(NC(=O)NCCC(C)(C)C)cc1Br	CC(C)(C)OC(N)=O	Cc1cc(F)c(NC(=O)NCCC(C)(C)C)cc1NC(=O)OC(C)(C)C
L7731	CCCCCCCCN(CCCCCCCC)c1ncc(Br)cn1	[2H]C([2H])([2H])c1ccc(N)cc1	[2H]C([2H])([2H])c1ccc(Nc2cnc(N(CCCCCCCC)CCCCCCCC)nc2)cc1
L7732	CC(C)n1nc(Br)nc1Oc1cccc(Cl)c1	Cc1nnc(C23CC(N)(C2)C3)o1	Cc1nnc(C23CC(Nc4nc(Oc5cccc(Cl)c5)n(C(C)C)n4)(C2)C3)o1
L7733	Cn1cc(Br)cn1	C[C@@H]1CCCN1c1c(C#N)c2c(Cl)nc(N)cc2n1C	C[C@@H]1CCCN1c1c(C#N)c2c(Cl)nc(Nc3cnn(C)c3)cc2n1C
L7734	COc1cc(F)ccc1-c1ccnc(Cl)c1	CS(=O)(=O)Cc1cccc(N)c1	COc1cc(F)ccc1-c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)c1
L7735	Clc1nc(NCc2ccccc2)c2ccccc2n1	Nc1ccc(C(=O)Nc2ccccc2)cc1	O=C(Nc1ccccc1)c1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1
L7736	Clc1nc(NCc2ccccc2)c2ccccc2n1	Nc1nccs1	c1ccc(CNc2nc(Nc3nccs3)nc3ccccc23)cc1
L7737	FC(F)(F)c1cccc(Nc2nc(Cl)ncc2Cl)c1	CN1CCN(c2ncc(N)cn2)CC1	CN1CCN(c2ncc(Nc3ncc(Cl)c(Nc4cccc(C(F)(F)F)c4)n3)cn2)CC1
L7738	FC(F)(F)c1cccc(Nc2nc(Cl)ncc2Cl)c1	Nc1ccc(N2CCOCC2)cn1	FC(F)(F)c1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cn3)ncc2Cl)c1
L7739	FC(F)(F)c1cccc(Nc2nc(Cl)ncc2Cl)c1	Cc1noc(C)c1-c1ccc(N)nc1	Cc1noc(C)c1-c1ccc(Nc2ncc(Cl)c(Nc3cccc(C(F)(F)F)c3)n2)nc1
L7740	FC(F)(F)c1cccc(Nc2nc(Cl)ncc2Cl)c1	NCc1ccccn1	FC(F)(F)c1cccc(Nc2nc(NCc3ccccn3)ncc2Cl)c1
L7741	Clc1ncccn1	COc1ccc(NC(=O)c2cccc(N)c2)cn1	COc1ccc(NC(=O)c2cccc(Nc3ncccn3)c2)cn1
L7742	Cc1ccnc(Br)c1	C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2	C/C=C1\[C@H]2C=C(C)C[C@]1(Nc1cc(C)ccn1)c1ccc(=O)[nH]c1C2
